N,P,K,temperature,humidity,ph,rainfall,label
40,11,31,28.94574207,44.14109597,5.25219161,75.71826467,mango
40,13,38,32.79619944,52.18563368,5.11693609,53.18374157,mango
40,14,26,34.992605,57.55444229,5.04158268,70.6775328,mango
40,16,35,34.16438906,54.16482251,4.95473956,98.33351125,mango
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango
40,24,25,28.70595247,50.44030129,5.44500842,95.8946444,mango
40,31,26,26.14333724,44.28670268,5.50750495,85.79213279,mango
40,31,28,26.44233064,45.64829675,5.54282027,70.24520601,mango
41,12,27,35.05956285,52.23320502,6.60597888,83.21668861,mango
41,14,30,35.5746888,54.55743342,5.31575104,125.36824898,mango
41,15,32,29.03596695,49.14624357,5.20313336,79.47595028,mango
41,18,29,33.54409798,52.11849144,6.26626015,43.13533314,mango
41,28,26,28.61025485,49.62786538,5.52965448,88.56068958,mango
42,26,23,29.00247095,51.98807632,5.03810115,53.67313594,mango
42,41,25,32.75550365,42.84270504,7.18102069,130.12811684,mango
43,19,28,33.98289053,55.55130685,5.13087678,44.31345512,mango
43,20,32,34.31211758,50.95313982,5.43326656,54.31027423,mango
43,23,33,33.27318581,49.44500315,4.61440473,96.77958682,mango
43,28,28,26.91537238,50.47448977,5.72722494,62.50421382,mango
0,30,23,27.20890148,49.55017165,9.65541717,36.64903967,mothbeans
0,42,11,31.75845774,66.65063968,3.21080189,88.01881887,mothbeans
0,43,16,29.65731992,58.45257456,9.27979929,74.66380803,mothbeans
0,46,22,27.1047959,67.34622715,3.45381902,0.0,mothbeans
0,47,21,26.36113835,50.66641936,5.47325817,53.08024333,mothbeans
0,48,11,32.99237829,64.38212853,3.65850506,28.08912188,mothbeans
0,49,16,26.97075176,60.41832404,3.77704431,80.92658889,mothbeans
0,52,13,24.04095721,45.98606016,5.90945285,46.49165673,mothbeans
0,54,16,24.86468733,42.42659394,6.22820912,0.0,mothbeans
0,54,21,26.94434895,42.85445582,9.33618874,22.97655562,mothbeans
0,55,18,25.20562534,44.75061167,5.5554163,87.18251486,mothbeans
0,55,25,28.17489437,43.6672299,4.52417156,45.78172762,mothbeans
0,56,20,29.24772197,50.48616645,8.55415256,89.1127775,mothbeans
0,60,24,30.45385308,53.91846715,9.10859029,80.60798826,mothbeans
1,32,20,22.32926869,62.64765508,8.7922426,21.14641678,mothbeans
1,35,23,22.40878257,56.3275711,9.3302665,17.37082284,mothbeans
1,48,20,28.66468518,61.0108114,3.96307604,82.00733023,mothbeans
1,49,14,27.43869308,68.27630476,3.19576715,0.0,mothbeans
1,52,13,28.51624538,57.31804886,8.9719691,12.14755625,mothbeans
1,52,29,27.48198655,45.17635364,4.21485489,88.95257832,mothbeans
1,54,19,26.77771287,49.81659105,9.36531287,77.3030601,mothbeans
1,63,25,28.09341827,47.66718266,9.0364082,46.33411385,mothbeans
2,31,20,23.21178437,62.24281447,8.60571208,17.62485375,mothbeans
2,38,15,29.69305421,60.15805359,8.52232138,42.28866341,mothbeans
2,46,21,25.16732162,47.54871685,5.38516314,49.07837655,mothbeans
2,51,17,25.87682261,45.96341933,5.8385087,38.53254678,mothbeans
2,52,21,29.81581067,66.08144848,4.18604683,3.82487075,mothbeans
2,53,21,24.85223115,41.00887666,5.85278373,81.21603023,mothbeans
2,56,23,26.65333029,59.79023382,7.55009094,36.91852635,mothbeans
3,46,18,26.98218173,61.75886983,4.2409314,83.30978839,mothbeans
3,49,18,27.91095209,64.70930606,3.6928636,32.67891866,mothbeans
3,49,20,26.5279149,67.31710866,4.19569757,65.85030866,mothbeans
3,51,18,29.50522417,60.74169013,3.6946035,16.62586168,mothbeans
3,54,18,28.53301283,52.76296661,9.24441321,17.49359359,mothbeans
3,56,17,28.19912143,53.50567601,8.70929169,52.13580529,mothbeans
3,58,21,25.36140526,46.82652785,9.16069175,55.60523179,mothbeans
3,59,26,25.34937346,36.17536808,5.77468201,19.23125548,mothbeans
4,37,18,27.04039738,55.78405787,9.97943956,103.06616903,mothbeans
4,43,18,29.02955344,61.09387478,8.84065626,72.98016599,mothbeans
4,44,21,25.01087352,64.32410536,4.10657319,55.52826334,mothbeans
4,46,15,31.01274943,62.40392519,3.50475231,63.77192383,mothbeans
4,47,20,25.97948991,64.95585424,4.19318912,72.19245835,mothbeans
4,53,13,27.90154888,54.58384795,8.26525292,41.21265221,mothbeans
4,53,13,27.75139181,60.4922456,3.21130151,55.4644631,mothbeans
4,55,13,27.86968458,51.87321662,9.00537686,62.46708668,mothbeans
4,59,22,29.33743412,49.00323081,8.91407489,42.44054315,mothbeans
5,35,20,28.92952635,53.57014709,9.67924087,66.35634104,mothbeans
5,43,23,29.86121164,38.39940553,8.31426811,17.27605818,mothbeans
5,46,26,27.3776559,43.32973015,9.5573039,34.66472301,mothbeans
5,50,12,27.55924139,41.5362237,6.003716,0.0,mothbeans
5,53,14,27.24125559,61.69618103,3.45675703,57.19824071,mothbeans
5,53,17,25.23596621,48.27167755,5.06037011,42.91542501,mothbeans
5,54,19,29.95237608,51.55289613,8.94284538,72.89694762,mothbeans
5,57,21,28.11985402,51.32454971,8.37940894,67.6022834,mothbeans
5,59,21,27.50028776,51.45630903,8.25948558,80.23022261,mothbeans
5,61,21,25.53643235,50.55043149,8.92012735,101.44722709,mothbeans
6,32,20,24.75507166,61.04403961,8.54604647,76.1482527,mothbeans
6,36,22,24.21610338,59.79236306,8.86953282,42.24783476,mothbeans
6,38,20,30.6956545,39.73160699,8.9179786,48.46585703,mothbeans
6,39,24,30.84465851,39.84377251,7.98217373,65.1457353,mothbeans
6,42,16,28.04661367,38.15470351,4.78268516,1.0018043,mothbeans
6,42,19,30.27081014,65.96297151,8.72407094,73.13007989,mothbeans
6,42,20,30.00981087,37.83354046,8.47156515,71.35896005,mothbeans
6,48,18,30.42271695,38.0665917,7.31719889,93.55248421,mothbeans
6,48,22,27.68733877,44.88053511,5.51744039,34.51408954,mothbeans
6,49,10,31.39170028,67.33894158,3.01057808,15.36788498,mothbeans
6,49,13,27.03959793,48.59437764,6.2515065,50.61394064,mothbeans
6,50,18,24.50501169,60.49556639,3.73108526,31.10211787,mothbeans
6,55,18,30.73451998,44.46108926,8.99508096,86.14813689,mothbeans
6,62,17,31.11188642,47.4886885,8.74004564,24.80982611,mothbeans
6,62,20,28.8453979,62.94625424,7.20812482,0.0,mothbeans
7,40,17,31.2123945,40.92604945,8.53207873,53.78769958,mothbeans
7,40,18,27.25600323,49.52800388,10.02075178,106.19315851,mothbeans
7,40,20,30.71499246,36.23325359,8.44583428,103.25360186,mothbeans
7,42,16,27.78631657,65.93617431,4.21418423,55.70054507,mothbeans
7,45,22,25.50634557,44.8302551,9.92621229,74.32635105,mothbeans
7,47,13,29.90341055,66.09707922,3.50676485,82.10047212,mothbeans
7,51,22,26.53169174,67.44577843,4.63141165,96.87846012,mothbeans
7,54,23,29.20282142,44.10447745,8.79868419,13.25047217,mothbeans
7,56,13,32.79203653,46.6175974,3.37815214,22.80560264,mothbeans
7,56,16,31.21621783,50.19302497,3.50176611,21.666878,mothbeans
7,56,20,31.62557821,58.19386704,8.07154857,41.59956046,mothbeans
7,56,23,26.33908791,40.00933429,5.54521923,55.50429227,mothbeans
7,57,18,30.04032327,51.3998267,9.22930884,38.5462699,mothbeans
7,57,19,26.8596271,44.87812436,5.41124512,55.71983808,mothbeans
7,57,25,28.52857983,52.54410389,9.38203432,23.36107578,mothbeans
7,62,19,31.76261715,58.39345734,6.6603695,103.92764758,mothbeans
7,62,28,31.81438406,61.02605425,7.53852584,0.0,mothbeans
8,35,13,32.77767812,43.32708846,8.5147499,45.26368928,mothbeans
8,39,14,30.60933955,42.09698585,8.90212196,72.9163863,mothbeans
8,42,14,25.04866241,50.80244693,7.77741664,81.90641171,mothbeans
8,44,15,31.57032447,36.99670473,8.32635064,52.99454553,mothbeans
8,44,16,29.47536197,63.67958837,3.17441432,14.70736341,mothbeans
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,mothbeans
8,45,20,28.11126281,53.08587094,7.87048251,3.67354617,mothbeans
8,47,17,27.18141178,64.51808816,8.75791234,58.3635144,mothbeans
8,47,20,30.47237393,38.76091218,8.14456564,47.797829,mothbeans
8,48,14,31.08727414,57.84574562,3.7051052,113.13622368,mothbeans
8,55,21,33.64644491,52.53337883,6.62941431,27.2236156,mothbeans
8,57,18,28.00984715,44.92044588,5.9125549,45.31355538,mothbeans
8,60,18,31.21629982,46.01868196,3.80842917,53.1205277,mothbeans
8,63,21,31.55042566,45.97880638,4.22048404,100.45190541,mothbeans
9,40,20,22.23001848,64.16911208,8.53695936,31.29367567,mothbeans
9,46,19,24.65344256,56.67260854,8.17853208,0.0,mothbeans
9,47,18,30.10504522,44.68423397,7.24216922,94.41727839,mothbeans
9,49,16,30.88482722,41.36561835,7.66153735,55.053805,mothbeans
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans
9,55,22,28.10212348,56.16163266,7.6390344,14.13144703,mothbeans
9,56,12,29.79893348,59.45956296,4.2603638,53.15199467,mothbeans
9,56,15,29.27396838,50.94721685,4.12476198,97.702367,mothbeans
9,59,25,30.39321309,60.16299493,7.69920095,35.37493212,mothbeans
9,60,23,31.96987867,57.17377029,6.27600434,64.25520357,mothbeans
9,62,26,29.8356,56.76153818,8.15521074,0.0,mothbeans
9,63,22,31.44776605,50.82341153,3.95416376,63.61427467,mothbeans
10,40,17,26.64863694,40.54068911,10.40606105,36.49712614,mothbeans
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans
10,45,19,30.99482067,41.81261211,7.28925077,81.71537673,mothbeans
10,47,15,26.74503016,51.09688469,5.71376956,54.77810994,mothbeans
10,48,17,28.13043987,58.89651387,4.37245758,60.75456601,mothbeans
10,49,17,31.96254129,39.56774834,7.33104608,43.99861898,mothbeans
10,51,11,25.43722303,52.42155548,8.54472964,31.41748326,mothbeans
10,52,10,31.87233897,59.82091492,8.38108749,67.0595804,mothbeans
10,52,19,26.32230996,56.22986131,8.15826846,104.11571464,mothbeans
10,55,20,27.55911844,47.45361051,5.06608253,34.08051272,mothbeans
10,59,26,31.02232651,55.57934452,7.41806936,0.0,mothbeans
10,61,23,28.87334185,57.61357825,7.94517072,55.78608607,mothbeans
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans
11,41,19,26.85911286,41.81420849,5.1317793,44.13827124,mothbeans
11,44,17,26.34043268,55.59160391,8.01621078,35.1051197,mothbeans
11,44,18,27.3563844,46.54088333,10.30157248,79.44035062,mothbeans
11,45,19,28.70012137,44.359648,3.82803146,44.11622138,mothbeans
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans
11,55,17,29.75696726,60.81196141,8.78234225,21.36523371,mothbeans
11,58,11,25.76820201,51.54711137,8.43217973,89.76482923,mothbeans
11,62,18,28.71206971,61.30084269,4.26306189,4.05221714,mothbeans
12,39,21,28.99319096,62.85948245,8.18384484,70.4713043,mothbeans
12,41,20,31.03267862,47.00078503,5.02760473,6.86664998,mothbeans
12,46,10,28.80998841,56.77317215,4.14698365,38.46485453,mothbeans
12,46,13,29.99284056,56.67945757,4.87720069,29.14583196,mothbeans
12,49,17,25.58906908,50.21888484,5.69856802,36.99368889,mothbeans
12,52,15,28.14210835,59.479832,7.98354999,48.16517017,mothbeans
12,53,29,30.89794856,43.80302272,6.46411533,24.99155452,mothbeans
12,54,14,28.75088592,45.43099526,6.00876453,90.49867488,mothbeans
12,54,21,29.92820847,48.03439899,6.30460944,84.76814366,mothbeans
12,62,23,30.36014639,43.50624699,6.19881037,61.43932461,mothbeans
13,34,23,22.16519695,53.49284902,7.39958243,38.71053553,mothbeans
13,40,23,27.54592013,39.23544886,4.64444658,42.75743582,mothbeans
13,47,19,29.1701374,38.98089114,8.30829555,102.25519348,mothbeans
13,49,27,26.8004939,59.32803636,7.40060079,88.84049528,mothbeans
13,50,13,29.78507865,44.08888743,8.01088651,92.24534724,mothbeans
13,52,21,29.23692245,46.93107451,3.68362947,0.0,mothbeans
13,53,15,31.08984688,55.16429862,4.25329693,5.09630917,mothbeans
13,54,12,28.30569794,43.72161564,5.73139292,36.01948173,mothbeans
13,54,25,32.26320842,46.82099617,3.18328883,73.54813151,mothbeans
13,58,12,29.1995283,61.74294965,8.75744899,10.20507099,mothbeans
13,59,12,32.28349639,60.1411363,4.35457482,33.22499285,mothbeans
13,63,20,33.20380821,53.20021467,6.74398909,105.70111288,mothbeans
14,40,15,30.40784315,40.26875704,3.5384476,88.68663126,mothbeans
14,55,15,27.33580911,55.27755933,8.0503044,73.44775287,mothbeans
14,55,21,28.3790128,49.76325331,4.00208015,83.91228588,mothbeans
14,58,17,30.53684308,59.96664731,4.60570054,33.48919022,mothbeans
15,37,23,23.89824392,53.03345359,7.41063082,30.7817155,mothbeans
15,38,18,31.11101206,61.103665,5.48282257,82.47972164,mothbeans
15,38,25,23.63310318,60.89453453,5.67698099,37.23400163,mothbeans
15,39,14,25.36542707,51.80882699,7.53520654,7.12460786,mothbeans
15,41,25,27.10084449,58.27316922,8.0521214,119.19645594,mothbeans
15,45,18,31.90875671,41.47364022,9.56481497,20.23819231,mothbeans
15,45,23,24.20422636,61.43378674,7.22419364,46.0203959,mothbeans
15,47,20,23.8732562,58.21586396,6.79213572,80.54072945,mothbeans
15,50,15,25.43324627,54.09373093,7.63954839,87.2451555,mothbeans
15,51,20,27.96357523,51.41764901,3.37598455,52.88670375,mothbeans
15,51,24,29.89012965,60.49906337,7.439157,63.22849094,mothbeans
15,53,15,28.66311042,60.26228771,4.520362,0.71758726,mothbeans
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans
16,38,17,29.47031378,41.42932022,5.04652994,82.75269835,mothbeans
16,38,25,23.15554166,58.15473997,7.15902127,15.56685708,mothbeans
16,46,25,22.74197487,62.53757139,7.31325259,19.25555414,mothbeans
16,51,21,31.01963639,49.9767522,3.53200867,32.81296548,mothbeans
16,56,19,30.19326691,63.75236081,4.5580472,81.13074419,mothbeans
16,59,19,29.36070237,59.09888801,4.14006142,56.2467211,mothbeans
16,59,23,30.4225336,42.2651008,6.24209876,59.06585257,mothbeans
16,62,27,32.01309256,45.99829601,6.02193438,28.41277171,mothbeans
17,40,18,23.31289804,55.55453839,6.82250184,35.98635979,mothbeans
17,41,12,28.1831918,52.26436103,4.80994688,28.22477386,mothbeans
17,43,22,30.06142622,45.90067655,5.49834081,41.0550915,mothbeans
17,45,22,25.47193764,64.60978098,6.76262634,84.61092557,mothbeans
17,51,16,25.47003515,56.91184229,7.66835828,118.46947214,mothbeans
17,54,13,27.00667551,62.31951818,8.398232,78.89786508,mothbeans
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans
17,57,20,28.50677929,45.20094476,3.79357518,66.1761456,mothbeans
17,58,25,31.12896766,43.58788762,6.4555927,32.76742894,mothbeans
17,60,20,27.97224112,49.53770907,4.02510224,72.68885565,mothbeans
18,36,23,24.01825377,53.76623369,7.21407862,35.03404425,mothbeans
18,39,11,30.24257723,47.7649606,8.16445898,89.41771797,mothbeans
18,39,13,25.69566005,52.11477828,5.12914681,25.85986018,mothbeans
18,46,24,31.75377689,46.80778721,8.74504008,81.37516367,mothbeans
18,47,21,24.22633555,53.43886435,4.6998059,9.7533102,mothbeans
18,53,18,31.2865394,61.162362,8.65432358,13.83506093,mothbeans
18,56,12,30.78087313,59.2786446,8.55533286,51.99786801,mothbeans
18,57,24,26.63154816,62.13186413,8.53891795,31.45836313,mothbeans
19,35,24,30.10922789,40.18878197,7.99680884,31.95164572,mothbeans
19,35,27,27.43726082,45.27723224,7.98712198,72.59214832,mothbeans
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
19,39,21,23.72450027,58.58277467,8.35716447,78.6670304,mothbeans
19,40,12,29.73822247,51.84245073,8.20692489,114.03184774,mothbeans
19,42,24,26.06879661,53.44421809,5.90264857,88.65727828,mothbeans
19,43,20,23.08823014,56.86228226,6.18162407,63.09632962,mothbeans
19,49,21,24.88270272,51.99101695,6.15518061,7.71720642,mothbeans
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans
19,55,23,29.86331464,39.30899549,6.26014188,80.20368707,mothbeans
19,56,16,24.81558644,60.16596337,5.2600288,96.2749734,mothbeans
19,61,14,25.84747135,56.24784631,5.39829825,83.95385666,mothbeans
20,34,26,30.39695126,43.31475989,7.80893401,80.24421681,mothbeans
20,36,22,22.06659274,49.79153839,7.07355752,49.58496779,mothbeans
20,37,21,26.18942232,53.7140152,8.21438889,39.11980439,mothbeans
20,38,22,25.63186045,54.02927971,7.35556272,100.01929146,mothbeans
20,39,20,22.50809759,59.4007505,8.29381706,47.2843035,mothbeans
20,39,22,31.01894056,62.34396282,5.88909511,49.96925933,mothbeans
20,40,17,30.29075497,49.00569425,8.28266079,58.67975069,mothbeans
20,41,17,32.35909048,58.8252856,5.92207799,20.08754133,mothbeans
20,41,20,25.22180755,59.84373346,5.56596769,75.53675514,mothbeans
20,41,22,30.77394285,45.55077516,5.97382856,5.57047716,mothbeans
20,43,19,26.8807203,52.31959114,7.66645848,11.6296128,mothbeans
20,43,19,28.20595961,46.39879373,6.34704083,0.26126426,mothbeans
20,45,16,29.93964907,54.61813464,4.62621245,45.43669946,mothbeans
20,45,21,28.27460624,50.81809172,5.75506832,39.94543882,mothbeans
20,48,19,29.30503427,53.7044898,5.0628021,54.79347465,mothbeans
20,50,22,30.99694676,46.42693735,9.40688753,38.31597852,mothbeans
20,51,17,28.53719865,57.65792843,8.76789081,28.58499664,mothbeans
20,51,24,29.43913244,53.13327999,8.45356773,70.81944805,mothbeans
20,54,23,25.34544936,55.64650909,4.53849242,62.92472611,mothbeans
20,61,24,25.39942226,51.89321379,4.5832155,63.32306423,mothbeans
20,62,18,28.61646422,54.76942064,4.69980653,43.60161404,mothbeans
21,30,19,29.8955569,46.61491519,9.10638083,86.7323725,mothbeans
21,36,23,27.0106599,39.15673734,8.99961839,62.64407672,mothbeans
21,37,19,29.79737089,47.6645305,7.62435492,19.32152449,mothbeans
21,37,20,25.86741484,68.47392831,5.944222,98.51736472,mothbeans
21,38,20,27.10508014,63.56791363,5.79428972,62.20279647,mothbeans
21,39,20,27.06179658,52.3003173,7.38800748,60.74583498,mothbeans
21,42,22,30.8042963,52.55836601,9.09161441,88.42117556,mothbeans
21,46,16,30.06674044,52.15176157,4.75532574,16.39877679,mothbeans
21,48,23,24.1024504,57.44526986,9.42798282,43.77499809,mothbeans
21,55,20,27.57258583,60.61143174,8.23314395,78.99242345,mothbeans
21,55,28,26.99247057,56.88818296,6.55537936,42.57168143,mothbeans
22,32,17,24.82796098,49.81047919,5.15363575,15.15167564,mothbeans
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans
22,37,25,24.38074072,60.91418479,6.50394144,27.82770926,mothbeans
22,38,24,29.09752362,67.43419342,6.11293206,27.03329002,mothbeans
22,38,26,31.1200065,59.91319133,5.5130909,41.1561782,mothbeans
22,39,20,26.80827767,48.05741539,5.37574549,55.47201541,mothbeans
22,42,16,25.69231132,47.6197485,6.96827786,79.03134798,mothbeans
22,42,22,25.54249137,56.96640758,7.88765871,48.46797044,mothbeans
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,mothbeans
22,44,24,24.30935081,56.32938343,6.03044729,58.99536268,mothbeans
22,46,28,27.59187847,53.11991434,7.78209886,11.82027871,mothbeans
22,47,26,24.27009277,56.33157178,5.80162282,60.57476038,mothbeans
22,49,18,28.02724601,49.37033515,5.42676786,92.9601612,mothbeans
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans
22,51,16,27.96583691,61.34900107,8.6395862,70.10472076,mothbeans
22,53,20,26.71607616,64.5774424,3.59089827,102.92913733,mothbeans
22,55,19,29.46955828,62.92479673,6.67350966,24.85767866,mothbeans
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans
22,56,17,24.03963829,53.67023024,4.84922848,21.57811565,mothbeans
22,59,23,27.32220619,51.27868781,4.37174558,36.5037914,mothbeans
22,61,20,23.04215178,63.1073248,5.23166663,75.35020914,mothbeans
23,33,22,25.33291884,43.87161405,5.38084339,67.27164607,mothbeans
23,35,18,26.4908332,47.36534833,5.41449278,36.99362831,mothbeans
23,37,24,28.77833449,44.2252605,7.99190244,33.95825723,mothbeans
23,39,16,31.39738265,48.87217436,8.64766829,22.35252393,mothbeans
23,41,17,23.6032523,59.92572797,8.32819567,86.07300504,mothbeans
23,42,17,25.59988471,46.33862848,5.45276027,67.0177083,mothbeans
23,43,19,32.01000129,53.44664066,5.93716604,28.55790327,mothbeans
23,44,24,31.09271473,53.20638928,5.53498096,91.24076561,mothbeans
23,44,25,27.00858657,63.16739008,3.32063245,80.63069398,mothbeans
23,45,21,31.46511256,51.79939437,8.98534819,74.44330654,mothbeans
23,50,21,28.87581766,61.70210783,8.24793233,68.4629445,mothbeans
23,51,27,30.4056178,49.66294666,4.53305763,57.35296395,mothbeans
23,52,15,28.97773399,62.65743218,8.93609151,108.09922843,mothbeans
23,54,12,30.22793326,64.91704131,9.22981083,12.90029403,mothbeans
23,54,16,29.10368171,64.12082863,9.91132968,105.87219476,mothbeans
23,54,18,26.3769936,56.04591027,9.08023879,16.06661117,mothbeans
23,55,18,26.16445961,60.53921794,4.99824227,34.68443286,mothbeans
23,58,19,24.17093241,58.25204566,5.24363485,59.18953429,mothbeans
23,59,21,28.74982849,56.41700411,3.99364302,19.62119907,mothbeans
23,60,18,26.19409619,57.39512082,3.97436635,80.39338944,mothbeans
24,33,20,25.24008103,66.5431143,5.38205373,89.71086021,mothbeans
24,37,21,30.573999,58.22686794,5.81821938,62.74803826,mothbeans
24,38,22,24.47876451,58.51663927,8.20270602,34.96933295,mothbeans
24,39,28,28.07495892,41.43640955,7.77273265,0.0,mothbeans
24,41,26,23.77403407,59.04586015,8.50382183,79.46905178,mothbeans
24,42,22,24.42195766,48.47051352,4.88555736,29.19966322,mothbeans
24,45,19,26.85851927,48.8246387,5.95238496,34.7426459,mothbeans
24,48,18,26.78203695,53.32994192,6.3577465,68.09227233,mothbeans
24,49,17,28.09570779,60.63018741,3.83096356,37.55018689,mothbeans
24,50,17,29.89231897,57.68100803,3.34087206,114.31525491,mothbeans
24,51,21,29.09422714,42.80532058,8.93195791,83.00017638,mothbeans
24,51,22,25.03098215,60.31750624,9.07148814,51.11269306,mothbeans
24,52,14,26.15949712,53.93122829,9.50019985,8.52725345,mothbeans
24,54,20,24.97626415,56.41049318,5.07249622,25.38251408,mothbeans
24,54,23,29.08467991,59.55603804,8.70144597,108.9262225,mothbeans
24,54,24,26.30239881,59.41115146,7.45992671,65.62907188,mothbeans
24,56,18,27.84799099,55.38940628,3.99688867,53.19986476,mothbeans
24,58,28,29.03394698,59.52371582,6.66386327,33.73449663,mothbeans
25,33,24,27.54367275,49.03587979,8.44246446,34.62346818,mothbeans
25,35,20,28.90245417,43.35365671,8.9230957,71.90018566,mothbeans
25,38,25,26.06741794,57.51374545,4.26499179,77.27787049,mothbeans
25,42,22,33.31666215,47.20348114,8.6627436,118.36629826,mothbeans
25,43,26,23.16965144,55.55883737,5.77761802,83.91013287,mothbeans
25,45,22,26.09726625,53.96149657,7.56147883,24.98382277,mothbeans
25,50,11,24.08210135,57.77729849,9.26836979,0.0,mothbeans
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans
25,51,24,25.5042419,61.66852372,9.39269461,65.07981523,mothbeans
25,53,19,27.835449,51.747108,5.7453686,0.0,mothbeans
25,54,18,28.89207885,55.57296343,8.32937632,59.3080326,mothbeans
25,54,18,27.46341626,63.07252423,8.22067438,52.41846238,mothbeans
25,57,24,27.65472156,58.59986279,6.97497839,36.94255012,mothbeans
26,30,21,30.05960152,45.63929695,7.91709533,82.89410888,mothbeans
26,32,13,30.30652792,54.40794924,7.73879781,37.77076241,mothbeans
26,33,27,28.79649156,49.69106125,8.05656608,51.54488829,mothbeans
26,34,25,30.82235757,54.16711596,5.58416935,67.40549366,mothbeans
26,35,18,25.47916829,56.81706667,8.60806294,18.21333779,mothbeans
26,41,25,31.08638783,62.4425762,8.70399582,49.92669184,mothbeans
26,41,27,29.91024376,45.18920664,8.09504415,71.79579387,mothbeans
26,42,21,30.95998075,62.41432236,9.25451165,68.03078402,mothbeans
26,42,23,23.93340406,58.446234,8.20270014,38.91675045,mothbeans
26,44,17,26.80687033,59.61394169,8.1243055,8.83076641,mothbeans
26,49,26,28.66003459,65.11273209,3.78439893,121.08484294,mothbeans
26,50,19,27.3179125,51.66921088,6.00524294,32.55919573,mothbeans
26,51,25,28.76488954,52.62741529,7.79250807,55.21606732,mothbeans
26,52,23,29.98835437,49.60384796,4.93189051,52.92929636,mothbeans
26,54,16,32.21439767,62.06157514,9.30828346,15.64390828,mothbeans
26,61,20,23.95516723,55.87846013,5.46869877,100.70591759,mothbeans
26,61,21,24.41473237,50.96211174,6.00793302,39.34451109,mothbeans
26,63,19,27.4732734,52.79543331,4.84979927,64.84896144,mothbeans
27,34,17,29.30453359,55.39773294,5.83549256,57.09843663,mothbeans
27,34,20,29.44752905,46.81540596,7.49279744,25.5479788,mothbeans
27,37,22,29.79804727,46.17692795,7.49368323,115.78838119,mothbeans
27,42,20,33.84161807,55.8033357,4.78400077,23.79580247,mothbeans
27,43,23,31.70447482,56.85420099,5.87533378,44.94317432,mothbeans
27,49,14,28.03144575,50.99072405,6.10135367,25.43955758,mothbeans
27,52,24,26.70501495,53.31221857,6.0222358,58.65050101,mothbeans
27,53,17,26.7894626,58.14834867,9.58053168,2.5594687,mothbeans
27,55,27,26.05157172,65.78052228,9.56934561,100.16669342,mothbeans
27,59,17,28.14699616,50.04444019,4.59595944,0.0,mothbeans
27,59,20,28.00937423,52.60950014,4.39769881,36.01203025,mothbeans
27,59,24,29.33547279,56.57753429,4.85049133,26.88922493,mothbeans
28,39,19,30.46237524,62.98068438,6.28290653,94.09006755,mothbeans
28,41,16,23.02545302,44.82793451,6.19365642,58.63798348,mothbeans
28,42,22,30.30504057,65.67482707,8.50421677,5.6495109,mothbeans
28,43,11,25.52071593,46.60939704,6.16953511,73.57731989,mothbeans
28,45,14,26.08411048,61.17773278,5.51849679,100.68223339,mothbeans
28,45,22,31.93929686,61.70874634,6.366727,30.97694073,mothbeans
28,46,22,31.10245768,57.65679696,5.47372437,26.07791391,mothbeans
28,47,25,26.99657644,59.47709069,9.4725083,47.91525012,mothbeans
28,48,15,25.16125354,55.25435777,9.25408944,40.89732789,mothbeans
28,49,18,25.45297971,51.50328179,6.10104452,43.01882361,mothbeans
28,52,11,26.21966266,51.61383584,9.57227263,46.11657687,mothbeans
28,52,18,25.2798973,53.25657223,5.86778543,80.69839448,mothbeans
28,54,18,26.80023095,54.40348186,9.8332302,33.71441423,mothbeans
28,55,25,28.2123846,51.19850109,7.57761359,90.12383193,mothbeans
28,57,17,30.47757686,61.58245338,9.41600311,61.86633917,mothbeans
28,61,18,29.28374362,48.31895089,4.09980279,25.89573218,mothbeans
29,38,11,25.04813723,40.649988,5.81342549,34.41964332,mothbeans
29,41,14,29.28695555,65.87721097,7.64404948,26.16817575,mothbeans
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans
29,44,13,25.61089901,46.42399996,9.11866289,101.73254165,mothbeans
29,44,20,30.04132304,63.56222995,8.62010754,31.83192392,mothbeans
29,45,23,29.82380985,54.02736456,5.44133981,85.436845,mothbeans
29,46,15,29.08672703,50.57582368,5.57114686,16.48956938,mothbeans
29,47,14,26.40412024,51.25088286,9.90140106,14.16074831,mothbeans
29,49,17,26.46655538,49.36476338,5.98988347,0.0,mothbeans
29,49,18,29.96200736,51.91196554,5.12533815,28.61023548,mothbeans
