N,P,K,temperature,humidity,ph,rainfall,label,Region,Soil_Type,Growing_Season,Yield_kg_per_hectare,Growth_Days,Irrigation_Method,Pest_Incidents,Fertilizer_Application,Fertilizer_kg_ha,Organic_Matter_Percentage,Crop_Rotation,Seed_Rate_kg_ha,Market_Price_USD_per_kg,Water_Source
32,69,84,18.84078339080126,20.0231738761495,6.949897636915001,81.43793535985527,chickpea,Central,Loamy,Winter,1708,115,Flood,Low,Low,47,0.9,Wheat,70,1.05,Well
104,45,19,21.847163425343528,83.96397730891839,6.291699947839011,46.75048326840488,cotton,Central,Sandy Loam,Kharif,2205,209,Drip,High,High,231,1.3,Wheat,17,2.08,Rain
12,49,17,25.589069079064327,50.21888483812878,5.698568018245727,36.993688892204794,mothbeans,Central,Sandy,Kharif,1328,71,Flood,Low,Low,46,0.7,Millet,13,0.86,Rain
108,7,51,25.320260625354614,90.19491647108543,6.721364136487539,49.227544428089985,watermelon,Western,Sandy Loam,Summer,23165,86,Drip,Medium,Medium,180,2.0,Vegetables,3,0.32,River
2,56,21,23.992139132936234,22.391302053768058,6.187936346689336,146.7284865537294,kidneybeans,Northern,Sandy Loam,Summer,1761,105,Sprinkler,Low,Medium,74,2.2,Maize,77,0.72,Rain
28,67,19,28.4093093822763,67.03581451288153,6.170713129034542,27.910884716781062,lentil,Central,Sandy Loam,Winter,1375,100,Drip,Low,Low,46,1.1,Wheat,41,0.92,Well
15,12,9,12.809387743584574,98.1128508563971,6.589005547858206,79.19326952510235,orange,Southern,Sandy Loam,Perennial,23816,1021,Drip,Medium,High,281,2.5,Fallow,593,0.98,Canal
26,41,27,29.910243761013078,45.18920663671874,8.095044153622162,71.79579386680996,mothbeans,Western,Loamy Sand,Kharif,1254,75,Sprinkler,Medium,Low,53,1.1,Maize,14,1.16,Well
29,66,19,23.096906913629503,19.647864758306056,5.242766718287419,156.88653321275916,kidneybeans,Northern,Loamy,Rabi,1499,110,Sprinkler,Low,Medium,40,1.7,Vegetables,66,1.25,Well
77,42,39,23.839089344565643,81.83906390139691,6.700407086286629,129.58913431516964,jute,Northern,Alluvial,Monsoon,2471,121,Flood,Medium,Medium,139,1.5,Pulses,9,0.86,Canal
101,52,18,21.712661976743036,81.09986126524309,7.350138900916054,126.14696737400027,cotton,Southern,Black,Kharif,2817,177,Flood,Medium,High,154,2.7,Maize,16,2.55,Well
7,57,18,30.040323271458565,51.399826699494234,9.22930883592595,38.546269897542324,mothbeans,Western,Sandy,Kharif,1025,76,Flood,Low,Low,40,0.8,Maize,17,1.27,Rain
70,65,57,31.850057981457045,96.85127854675513,7.42417836980119,76.44064370749227,papaya,Southern,Sandy Loam,Perennial,38753,289,Drip,Medium,High,300,4.4,Fallow,1822,0.6,Well
78,25,35,25.606643356135297,51.846061488746116,5.96102450715528,135.9686556512445,coffee,Western,Loamy,Perennial,2389,1127,Sprinkler,High,High,179,3.1,Fallow,1598,3.17,Rain
71,57,22,20.582665788563116,59.01661727059519,6.8434646714077285,132.75193020346165,maize,Northern,Sandy Loam,Kharif,4501,103,Flood,Medium,High,183,2.7,Vegetables,24,0.34,Well
91,49,39,22.53621046007541,82.06318393470814,7.058580898141936,169.32091165057014,jute,Northern,Loamy,Monsoon,2753,111,Flood,Low,Medium,132,2.3,Vegetables,9,1.22,River
43,19,28,33.982890530070705,55.55130685399831,5.130876783121387,44.31345511809946,mango,Western,Loamy,Perennial,11730,1620,Drip,Medium,Medium,299,4.5,Fallow,131,1.82,Well
27,63,23,25.19605376081909,67.0303421242402,7.3711197519564395,9.087875231897947,lentil,Northern,Sandy Loam,Rabi,1277,107,Drip,Low,Low,59,2.0,Rice,36,1.2,Well
100,80,52,28.504417423580794,85.73789797003526,6.227078125462409,120.55316569960439,banana,Eastern,Alluvial,Perennial,38347,343,Flood,High,High,355,3.3,Fallow,1885,0.69,Well
66,45,45,24.369870040942576,88.41278464728741,5.59788098541349,303.92049250795185,rice,Eastern,Alluvial,Monsoon,3798,133,Flood,High,High,108,1.8,Pulses,40,0.3,Reservoir
7,75,24,27.42785541522704,55.594793707862465,6.4491175155559874,68.38221383551945,lentil,Northern,Loamy,Winter,1172,109,Drip,Low,Medium,58,1.5,Fallow,42,1.58,Rain
100,14,42,29.03597146883867,92.60833183122847,5.889399598302218,0.0,muskmelon,Northern,Sandy Loam,Spring,14633,112,Drip,Low,Medium,106,2.4,Fallow,2,0.55,Canal
33,128,200,42.39672391183516,85.93228334387915,6.329135102304658,25.3854378373483,grapes,Southern,Sandy Loam,Perennial,22937,914,Drip,High,High,256,2.9,Fallow,1624,1.27,Canal
15,61,20,16.781609203783788,25.22806056653391,5.982279756049289,131.92990345885408,kidneybeans,Northern,Loamy,Summer,1708,85,Drip,Low,Medium,64,2.7,Vegetables,76,1.19,Well
17,68,23,20.28484510218819,35.35676971885013,5.307430886268882,91.33732761846616,pigeonpeas,Central,Loamy,Kharif,1542,154,Drip,High,Medium,63,1.6,Cotton,16,1.16,Well
75,32,25,23.07066002075013,60.58812708867902,5.619334010290733,87.86197388213353,maize,Central,Loamy,Rabi,2801,92,Sprinkler,Medium,Medium,183,2.8,Vegetables,22,0.27,Well
92,87,46,29.25731019738841,83.40711099313918,5.398971098640268,163.27291344693117,banana,Southern,Loamy,Perennial,35670,407,Flood,Medium,High,331,3.6,Vegetables,1717,0.71,River
30,18,33,34.15815755241013,49.13042491638291,6.497983922483729,42.14453683665733,mango,Western,Sandy Loam,Perennial,24058,1753,Flood,Medium,Medium,222,4.1,Fallow,109,0.99,River
108,77,51,30.400242340954705,72.33248757108174,5.370101437372086,138.53166080822962,banana,Eastern,Alluvial,Perennial,38521,401,Flood,High,High,345,4.1,Fallow,1653,0.41,Well
68,57,34,25.530507327775354,76.24525134195501,7.052525711973234,194.23254658247672,jute,Northern,Clay Loam,Kharif,2126,117,Flood,Medium,Medium,105,3.1,Vegetables,9,0.88,Rain
109,36,13,26.443008864506485,76.81824580963094,7.248577716707481,79.65918739369704,cotton,Central,Loamy,Kharif,2489,207,Flood,Medium,High,249,1.0,Wheat,16,2.08,Rain
1,80,13,27.563640576077255,55.08580524788984,6.183407068730432,187.14298628095895,pigeonpeas,Southern,Red,Kharif,1125,158,Drip,Medium,Medium,41,1.9,Cotton,18,0.63,Well
101,75,41,31.018109522258776,82.37213043680995,6.549562513812687,124.3140512894637,banana,Eastern,Loamy,Perennial,30334,336,Drip,Medium,High,349,4.8,Fallow,1673,0.72,River
33,35,15,25.023187866624625,64.2274782124598,9.419106289278922,0.0,mothbeans,Central,Loamy Sand,Kharif,1104,85,Sprinkler,Low,Low,32,0.9,Maize,15,0.8,Rain
10,24,41,18.131579048838105,83.13789066766869,6.642240881399349,126.19811075987559,pomegranate,Southern,Loamy,Perennial,15992,424,Drip,Medium,High,257,2.4,Fallow,1,1.57,Canal
26,32,13,30.306527923162154,54.407949241269584,7.73879780503308,37.7707624079171,mothbeans,Western,Loamy Sand,Kharif,1327,77,Sprinkler,Low,Low,35,1.5,Maize,14,0.8,Rain
24,143,200,22.77630148562873,93.78738898462763,5.725835458339084,155.14051218639997,apple,Northern,Sandy Loam,Perennial,28852,1584,Sprinkler,Medium,High,265,3.8,Fallow,484,1.68,Reservoir
41,136,200,10.420876790746563,82.55983757185764,5.649558166543746,38.56228291257049,grapes,Southern,Loamy,Perennial,12974,790,Drip,Medium,High,185,3.1,Vegetables,1668,1.16,Well
35,17,39,23.32839827790009,95.42416609302092,5.897185407341886,62.67560652883691,pomegranate,Western,Sandy Loam,Perennial,12933,708,Drip,High,High,169,3.7,Fallow,2,2.19,Well
87,21,50,27.332627604888128,94.78605892048058,5.919006353195649,4.023987038777101,muskmelon,Western,Sandy Loam,Spring,16365,89,Drip,Medium,High,150,1.3,Fallow,2,0.46,Canal
55,65,78,15.9553368337088,21.00602128204379,7.996867738452697,35.23873198884697,chickpea,Central,Loamy,Winter,1795,97,Sprinkler,Medium,Low,56,2.4,Wheat,71,1.17,Well
25,72,28,28.905905657971825,55.77959781857406,6.724002939488944,57.21436331278402,blackgram,Central,Clay Loam,Kharif,1003,89,Flood,High,Low,32,2.1,Vegetables,15,1.0,Rain
7,144,196,21.992084706959474,94.23534651614834,6.496645857319608,73.95038870099302,apple,Northern,Loamy,Perennial,16556,1708,Sprinkler,High,High,209,3.2,Fallow,591,1.51,Well
126,62,19,25.75492888791779,83.03140365558095,5.736139367823126,113.37208002661453,cotton,Western,Loamy,Kharif,2741,210,Flood,High,High,206,2.4,Wheat,19,1.81,Rain
31,75,74,18.943102514322696,15.271722420249258,7.795077393220623,61.057573000313525,chickpea,Central,Clay Loam,Winter,1687,96,Sprinkler,Low,Low,58,2.5,Rice,76,0.78,Well
44,48,17,28.588498499924412,54.815287698029394,6.476208889492858,76.63096501598672,mothbeans,Central,Loamy Sand,Kharif,1169,81,Flood,Low,Low,58,0.7,Millet,15,0.77,Rain
33,29,37,25.80211660874077,89.72129855792467,5.95415836976358,164.3868618623992,coconut,Southern,Loamy,Perennial,15776,1813,Flood,Low,High,235,1.9,Fallow,177,1.1,Canal
18,54,19,19.872266434649898,43.658419543572634,6.826697071644825,196.38477158576066,pigeonpeas,Southern,Red,Kharif,1204,169,Flood,Medium,Medium,58,0.9,Rice,16,0.81,Rain
9,31,37,24.34984528737863,93.45311288098523,6.405074135447888,70.82315675597911,pomegranate,Western,Sandy Loam,Perennial,10832,558,Drip,Medium,Medium,171,2.3,Fallow,2,1.5,Canal
33,30,39,28.435036595329493,48.42055505067432,6.3391068421384515,65.67170575486357,mango,Southern,Sandy Loam,Perennial,11524,1622,Drip,Medium,Medium,373,2.8,Fallow,127,1.27,River
98,54,17,16.23385522576196,71.17304303934314,5.933364271226336,94.87740258927458,maize,Central,Sandy Loam,Rabi,7336,96,Flood,Low,High,135,1.8,Rice,20,0.22,Rain
14,63,19,24.276163312682307,27.004818415706705,5.817077613215598,101.96018194471498,kidneybeans,Northern,Loamy,Summer,1225,92,Drip,Medium,Low,78,2.1,Vegetables,60,0.76,Well
58,38,44,25.65893785676878,78.03076892424637,6.692713251231712,179.4019290957269,jute,Eastern,Clay Loam,Kharif,2944,105,Flood,Low,Medium,143,2.3,Pulses,7,1.48,River
0,149,200,20.74336735851958,90.52848897766182,5.252810478146003,90.10980349424537,apple,Northern,Loamy,Perennial,28421,1126,Sprinkler,Medium,High,253,2.9,Fallow,451,1.22,Reservoir
24,24,35,24.209668518170556,85.63852663554799,7.2379075759298335,110.21066933411093,pomegranate,Western,Sandy Loam,Perennial,8961,564,Drip,High,Medium,223,2.1,Fallow,2,1.29,Canal
26,66,20,19.092413331871594,18.360399443605502,6.393876782452839,181.12830804385953,kidneybeans,Western,Loamy,Rabi,1570,104,Drip,Low,Medium,80,2.5,Maize,68,1.4,Well
29,19,25,27.958143491676488,94.27103942178258,5.604900834993757,171.809910345453,coconut,Southern,Loamy,Perennial,13307,1704,Flood,High,Medium,188,3.0,Fallow,189,1.18,Rain
27,64,25,29.983306008402952,62.44468731507144,5.296056519847127,225.7924370827564,pigeonpeas,Southern,Loamy,Monsoon,1258,152,Drip,Medium,Low,69,1.6,Cotton,18,1.14,Rain
27,66,20,24.57835522017669,20.51960254837332,5.863523365185448,75.62309334469032,kidneybeans,Northern,Loamy,Rabi,1528,98,Sprinkler,Medium,Low,43,1.5,Vegetables,66,1.11,Well
0,30,23,27.208901476625886,49.550171645883125,9.655417165841255,36.64903966952835,mothbeans,Central,Loamy Sand,Kharif,1394,77,Sprinkler,Medium,Low,45,1.2,Maize,15,0.9,Well
86,46,25,24.549359778281925,72.47617266088214,6.439240017280646,73.29510446677915,maize,Northern,Loamy,Rabi,3361,105,Sprinkler,Medium,High,152,3.2,Cotton,20,0.29,Well
25,67,15,32.23107138335648,62.49939614128067,6.609598085502105,114.53006100948754,blackgram,Central,Clay Loam,Kharif,1496,81,Sprinkler,High,Medium,35,1.5,Cotton,17,0.88,Well
114,19,53,25.66540788750176,85.4500365906853,6.693579520179771,43.356356149563915,watermelon,Western,Sandy Loam,Summer,17790,88,Drip,Medium,High,169,1.3,Fallow,2,0.41,Canal
87,15,52,27.77550125788544,94.09350142015843,6.4448949005093095,4.612792805855111,muskmelon,Northern,Sandy Loam,Spring,18184,106,Drip,Low,Medium,169,1.5,Fallow,3,0.58,Canal
104,8,49,28.448663984738193,88.68292383908184,6.688923482019308,48.484815651589635,muskmelon,Northern,Sandy,Summer,23154,106,Drip,Medium,High,110,2.1,Vegetables,3,0.52,Well
24,77,21,30.1181096354232,67.36762261810159,7.330377962707787,72.55055342841362,blackgram,Central,Black,Rabi,1111,70,Flood,Medium,Low,51,2.3,Rice,18,0.96,Rain
37,36,22,28.0333699495539,58.625595418835466,6.748069098932438,0.6835619631947054,mothbeans,Western,Loamy Sand,Kharif,1385,84,Flood,Low,Low,33,1.1,Maize,17,1.15,Rain
27,14,7,14.000754298734677,88.59076268945861,7.721211612083836,76.71766982455131,orange,Southern,Sandy Loam,Perennial,13593,968,Drip,High,High,300,2.9,Fallow,675,1.42,Canal
8,139,197,24.301936755578232,96.3482922481884,5.642771676137821,117.30304366878732,apple,Northern,Sandy Loam,Perennial,27754,1763,Drip,Medium,High,227,3.3,Fallow,573,1.39,River
62,60,53,41.63635341902231,97.67272622603662,6.76785174034087,94.15633327495689,papaya,Eastern,Sandy Loam,Perennial,27001,341,Drip,Medium,High,254,3.5,Vegetables,2087,0.91,Well
95,57,12,22.663666977260846,57.42207103373124,5.594063761195275,116.75533140162023,maize,Central,Sandy Loam,Rabi,4277,109,Sprinkler,Medium,Medium,153,3.1,Vegetables,23,0.32,Rain
6,51,25,20.657246989252666,16.705745723353964,5.4527021428819324,117.69278401431536,kidneybeans,Western,Loamy,Summer,1945,101,Drip,Low,Medium,79,1.0,Vegetables,60,1.46,Rain
2,38,15,29.69305421376915,60.15805359170733,8.522321383105645,42.288663405175356,mothbeans,Western,Sandy,Kharif,1430,66,Sprinkler,Low,Low,33,1.2,Millet,18,0.9,Rain
82,16,47,29.80147842570015,96.3017986369918,6.17697646887925,72.67029277157035,muskmelon,Western,Sandy Loam,Spring,24667,112,Sprinkler,Medium,Medium,150,1.3,Fallow,2,0.52,Well
92,29,49,25.286984378349544,90.73115999674287,5.63503752556486,31.684179445301098,watermelon,Southern,Sandy Loam,Spring,16059,105,Sprinkler,Low,High,193,2.1,Rice,3,0.45,River
69,33,39,23.078784551098963,78.83164994741027,7.0757627201521975,242.5527639059328,rice,Southern,Clay,Kharif,5956,139,Flood,Medium,Medium,139,1.5,Fallow,56,0.35,Reservoir
4,78,20,22.72416466549589,67.12987214581294,6.5308266643430795,4.457026513275437,lentil,Northern,Sandy Loam,Rabi,1228,119,Drip,Low,Low,32,1.2,Rice,38,1.39,Canal
137,53,17,24.441013251058376,85.72747387208449,6.725027204294933,27.006453679305054,cotton,Central,Loamy,Kharif,2381,207,Flood,Medium,Medium,169,2.7,Pulses,19,2.48,Well
19,66,18,28.450506322193597,60.805949670432724,6.292173242235818,113.95229941615476,blackgram,Central,Clay Loam,Kharif,1015,83,Flood,Medium,Medium,70,1.8,Vegetables,20,0.79,Well
94,90,51,27.73081939368971,82.00707206047379,6.238107962584308,98.58157764817147,banana,Southern,Alluvial,Perennial,30213,328,Flood,Medium,High,445,2.7,Vegetables,1989,0.56,Well
127,45,26,22.69760894699752,82.23076624133526,7.202249849209553,110.31238075631349,cotton,Central,Sandy Loam,Monsoon,2070,210,Drip,High,High,248,1.6,Pulses,16,2.2,Well
25,80,19,15.114356587128473,14.783730367940692,5.714081697169477,86.13330390956249,kidneybeans,Western,Loamy,Summer,1691,86,Drip,Low,Medium,71,1.4,Vegetables,70,1.34,Canal
31,55,50,42.19173855792121,94.80601895920034,6.2486268803224885,247.85256192915915,papaya,Eastern,Sandy Loam,Perennial,37139,277,Drip,Medium,High,299,2.8,Fallow,2062,0.91,Well
7,47,13,29.903410550920874,66.09707922089605,3.5067648472140283,82.10047212212456,mothbeans,Central,Loamy Sand,Kharif,1500,72,Sprinkler,Low,Low,43,1.6,Maize,16,0.82,Rain
90,16,52,25.484234951955344,95.40552979082543,6.414920079482247,0.0,muskmelon,Northern,Sandy,Summer,22314,92,Drip,Medium,High,148,1.7,Rice,3,0.42,Well
28,24,40,24.221137883688776,89.6542966833619,6.501825345120586,67.8925717828771,pomegranate,Southern,Loamy,Perennial,8279,434,Drip,High,High,226,3.5,Vegetables,2,1.72,Reservoir
6,55,29,28.089850246046737,84.55826835341709,6.657506842215573,6.915235018045664,mungbean,Central,Loamy,Spring,1118,87,Flood,Medium,Medium,55,1.2,Vegetables,25,0.66,Rain
17,35,30,28.54660224602304,53.68427373015201,6.045799423859674,87.266383165122,mango,Western,Red,Perennial,18167,1573,Flood,Medium,Medium,346,4.0,Fallow,132,0.95,Canal
3,20,33,20.899303480965653,91.94640393866852,6.764281988178536,126.31630518014977,pomegranate,Western,Sandy Loam,Perennial,13514,675,Drip,High,High,194,3.1,Vegetables,1,1.83,Well
97,83,54,28.5968673049737,76.06080149938538,6.219278929252462,158.18561391361027,banana,Eastern,Loamy,Perennial,37040,334,Flood,High,High,421,2.4,Fallow,1683,0.52,Canal
59,62,43,39.45714731028083,94.67533585314271,7.005335521147442,112.54828723790021,papaya,Southern,Sandy Loam,Perennial,39427,359,Drip,High,High,216,2.1,Vegetables,2005,0.68,Canal
19,24,29,35.23310243172678,45.95432614672066,4.94886414330796,90.38726603307751,mango,Western,Red,Perennial,18610,1596,Drip,Medium,Medium,268,4.0,Fallow,138,1.24,Canal
96,5,51,24.86913935733772,88.40836575025382,6.418596520593748,43.3266150424565,watermelon,Western,Sandy,Summer,15388,88,Drip,Low,High,129,1.5,Vegetables,2,0.41,Well
25,23,39,22.823320690643175,85.33934033756994,6.738091504421689,151.87491261084836,pomegranate,Western,Sandy Loam,Perennial,10322,394,Drip,Medium,Medium,177,3.7,Vegetables,2,1.75,Reservoir
28,63,18,24.49013771408615,17.32300652463146,5.263618383152567,102.95777369344064,kidneybeans,Western,Loamy,Rabi,1323,103,Sprinkler,Medium,Low,57,2.4,Vegetables,68,1.42,Well
78,62,37,25.371877921474745,76.73163630821554,6.964359014782431,241.51160866602345,rice,Southern,Clay,Kharif,2846,125,Flood,Medium,High,166,1.4,Pulses,52,0.4,Reservoir
13,71,22,25.442822649788752,22.733965565498767,5.618653981557272,100.96236802809241,kidneybeans,Northern,Loamy,Rabi,1948,85,Sprinkler,Low,Medium,52,1.8,Wheat,72,1.18,Canal
22,42,22,28.903834608568875,80.84796938194395,6.024735510741377,0.9020413596674786,mungbean,Northern,Sandy Loam,Kharif,1057,89,Flood,Low,Low,57,2.3,Wheat,21,1.1,Well
93,33,45,25.683817299563774,80.76030617595454,5.949838433385721,221.18576548228287,rice,Eastern,Clay,Monsoon,4535,133,Flood,High,High,162,2.1,Pulses,60,0.32,River
38,9,35,20.033749378046824,87.32128954634769,5.950698357667809,107.05269415925144,pomegranate,Western,Sandy Loam,Perennial,17248,586,Drip,High,Medium,297,2.1,Vegetables,1,1.48,Well
29,128,195,22.33490576021927,89.70321716190952,5.945455256557512,112.36102790574127,apple,Northern,Loamy,Perennial,15077,1646,Sprinkler,Medium,High,288,3.8,Fallow,642,1.75,Reservoir
35,135,200,13.24555343916755,75.6609457064238,5.349794792725997,45.41644016903686,grapes,Southern,Loamy,Perennial,15398,774,Drip,High,Medium,288,3.4,Vegetables,1776,1.27,Canal
28,54,16,27.30260283724758,86.81835265703197,6.699461949853333,103.54784228237205,mungbean,Central,Sandy Loam,Spring,1301,81,Flood,Low,Medium,66,1.9,Wheat,20,1.06,Well
5,66,16,18.88723543979861,66.8116639445861,7.03662612147423,73.93159413754637,lentil,Northern,Sandy Loam,Rabi,1159,110,Drip,Low,Low,57,1.4,Fallow,38,1.09,Well
17,64,11,18.25828608551979,25.53657751154304,5.94403391760915,183.9444352065263,kidneybeans,Northern,Sandy Loam,Summer,1004,106,Drip,Medium,Medium,67,1.5,Wheat,64,1.49,Well
6,50,18,24.50501168827911,60.49556639264568,3.731085263660396,31.102117868357787,mothbeans,Western,Loamy Sand,Kharif,1047,66,Sprinkler,Medium,Low,49,1.9,Fallow,13,0.89,Rain
38,131,197,15.728441483631364,77.55123842856408,6.274445027155265,113.81981211546073,grapes,Southern,Loamy,Perennial,18739,905,Drip,High,Medium,198,1.5,Fallow,1516,1.26,Canal
30,136,195,23.745893973866615,75.61161469528795,6.01386826130029,41.89423331443588,grapes,Western,Loamy,Perennial,15218,732,Drip,Medium,High,275,3.1,Fallow,1666,1.98,Well
35,75,19,26.819578197778302,65.0185049823453,8.092283391121098,57.715798237838705,lentil,Central,Sandy Loam,Winter,1491,105,Drip,Low,Medium,31,2.2,Fallow,45,1.4,Rain
50,62,48,28.11293973775921,87.55314025329923,6.747423189249065,134.42762886717026,papaya,Eastern,Sandy Loam,Perennial,31646,339,Drip,High,High,257,4.1,Fallow,2079,1.13,Canal
42,25,49,22.05161399257576,96.18181180752958,6.146641258080742,64.8314914600082,pomegranate,Southern,Loamy,Perennial,13262,716,Drip,High,Medium,253,2.3,Fallow,2,1.5,Well
5,77,26,25.206900554998573,18.517394760149013,5.803210106726093,90.94057172159705,kidneybeans,Northern,Loamy,Summer,1662,85,Sprinkler,Low,Low,51,1.7,Vegetables,74,0.71,Well
7,144,200,30.49352181209257,85.34860694590073,6.025100150306044,25.13403474664895,grapes,Western,Sandy Loam,Perennial,13754,1039,Drip,High,High,192,3.9,Fallow,1654,1.93,Canal
83,49,43,25.943721759748485,83.48104986912895,7.549955981112321,148.29003617664694,jute,Eastern,Loamy,Monsoon,2849,107,Flood,Low,Medium,84,2.9,Rice,9,1.28,Canal
28,11,28,30.836548393291956,90.00236884905902,6.742759535174295,113.78098022416556,coconut,Southern,Sandy Loam,Perennial,16057,1772,Drip,Low,Medium,203,2.9,Fallow,193,0.63,Canal
96,58,37,25.0585585833763,79.67658425519812,6.47239407180126,157.89733084716508,jute,Northern,Alluvial,Monsoon,3075,129,Flood,Medium,Medium,100,2.5,Vegetables,10,1.29,River
19,135,194,24.208525477172024,85.62383651953489,6.07585009802725,142.0204511166313,apple,Northern,Sandy Loam,Perennial,19312,1125,Drip,Medium,Medium,225,2.7,Fallow,468,0.86,Reservoir
34,57,14,19.954573227122772,70.82762614236489,7.122450600667042,60.91566157308258,lentil,Central,Loamy,Winter,1399,103,Drip,Low,Low,48,1.1,Wheat,37,0.91,Well
109,37,21,23.63467013431892,76.33398583622862,7.397587244071678,115.01391667411924,cotton,Central,Loamy,Kharif,2638,151,Flood,High,High,192,2.2,Pulses,16,1.77,Well
38,15,14,22.768492114344504,91.94413404347549,7.447560650432815,67.74863861293096,orange,Central,Loamy,Perennial,17411,868,Drip,Medium,High,216,2.7,Fallow,536,1.47,Canal
73,32,33,24.273952565030367,79.46187630882207,4.541140349177262,181.30263368874176,rice,Eastern,Alluvial,Kharif,5254,146,Flood,High,Medium,101,2.7,Pulses,41,0.33,Canal
112,74,47,28.484763511940187,73.33306728439761,5.682882856028332,136.54922472015298,banana,Eastern,Loamy,Perennial,32438,377,Drip,High,High,378,4.0,Fallow,1917,0.73,River
55,59,15,27.785959224859653,67.57947033108537,7.27296839720018,15.350285778322629,blackgram,Central,Clay Loam,Kharif,1280,70,Sprinkler,High,Medium,56,1.5,Cotton,18,1.06,Rain
32,39,15,25.309445879624956,45.2734543270992,5.442192071694502,23.598494501073983,mothbeans,Western,Sandy,Kharif,1145,67,Flood,Medium,Low,45,1.1,Maize,15,0.96,Well
1,73,15,30.364486523407432,64.60514270482612,6.47642399961546,139.03880376074932,pigeonpeas,Central,Red,Kharif,1230,158,Drip,Medium,Low,59,1.8,Cotton,20,1.18,Rain
36,51,22,26.04906389655644,57.272456268043534,6.145874895128897,72.46061648944678,mothbeans,Central,Loamy Sand,Kharif,1067,67,Flood,Low,Low,21,1.3,Millet,13,1.28,Well
17,135,198,21.844207236656715,95.58346999965106,6.168058631504297,76.15186713204164,apple,Northern,Loamy,Perennial,18507,1482,Drip,Medium,High,347,2.0,Fallow,649,1.61,Well
99,30,53,25.758883961563832,90.89763203155809,5.937977414876803,0.6205556278912105,muskmelon,Northern,Sandy Loam,Summer,20999,98,Sprinkler,Low,Medium,172,2.5,Fallow,3,0.34,Canal
28,66,74,21.00292605325964,18.846402367898264,6.354243852225612,57.18976702533941,chickpea,Central,Loamy,Winter,1526,95,Flood,Medium,Medium,33,1.1,Rice,83,0.73,Rain
72,38,20,21.936234714324254,62.73309815402757,6.62310418497941,125.54179868404528,maize,Central,Loamy,Kharif,5445,106,Sprinkler,Low,Medium,144,1.7,Pulses,22,0.19,Canal
28,5,11,32.28463875055741,90.24652675362233,8.059735895783092,79.75459866897829,orange,Western,Loamy,Perennial,24854,1117,Drip,High,Medium,214,2.5,Fallow,563,1.18,Well
62,45,20,25.673775803343965,63.17996712895938,6.015645801122474,41.99071878996745,maize,Northern,Loamy,Kharif,7872,88,Flood,Medium,Medium,152,3.3,Rice,25,0.23,Well
32,81,19,23.86478206688722,64.30440198476846,7.283232414715836,96.8782993139692,lentil,Central,Loamy,Rabi,1067,104,Drip,Medium,Medium,35,1.4,Fallow,41,1.43,Well
10,61,23,21.71585750958102,37.29575578663216,4.785228778792612,121.53352719480424,pigeonpeas,Southern,Red,Monsoon,1232,138,Flood,Medium,Medium,51,1.3,Cotton,17,1.2,Rain
27,59,24,29.335472794973665,56.577534289890224,4.850491328887984,26.88922492823972,mothbeans,Western,Loamy Sand,Kharif,1127,80,Sprinkler,Medium,Low,52,1.3,Maize,13,0.96,Rain
19,69,14,26.096838982057783,66.41523699418113,6.935943034871391,72.80288548141658,lentil,Central,Loamy,Winter,1568,102,Sprinkler,Medium,Medium,38,2.1,Rice,45,0.98,Well
92,78,40,25.506521310984294,82.7345239206501,5.824500033796573,162.64731181274493,banana,Eastern,Alluvial,Perennial,33661,363,Drip,Medium,High,263,5.0,Fallow,1723,0.49,Well
24,42,22,24.421957661346593,48.47051351851681,4.885557355654002,29.199663216381076,mothbeans,Western,Loamy Sand,Kharif,1209,79,Flood,Medium,Low,31,1.8,Millet,13,1.16,Well
47,71,18,30.763198087372235,67.5731726766,7.897383322495204,75.6414296433156,blackgram,Southern,Clay Loam,Rabi,1050,90,Flood,Medium,Low,45,1.3,Rice,17,0.76,Canal
30,120,200,9.881286379938466,87.81521224961135,5.813715693146019,73.08041075400683,grapes,Southern,Sandy Loam,Perennial,16234,746,Drip,Medium,Medium,213,3.0,Fallow,1293,1.28,Canal
21,34,25,27.79953137356327,80.19966449191561,7.01349370083661,13.419693193084676,mungbean,Northern,Sandy Loam,Spring,1284,90,Flood,Medium,Low,58,1.6,Rice,23,1.1,Canal
28,56,26,21.647472939530402,25.48273303018161,5.944344124888088,171.6974358483273,kidneybeans,Northern,Loamy,Rabi,1746,103,Sprinkler,Low,Low,75,2.3,Maize,63,0.76,Well
7,83,11,30.761434088967892,71.62418163786487,7.643251375783753,0.23640562257041609,lentil,Central,Loamy,Rabi,1284,105,Drip,Medium,Low,31,0.9,Fallow,42,1.36,Rain
87,19,51,24.96674196780456,80.26370096220863,6.856313209774055,68.87988162776965,watermelon,Southern,Sandy,Summer,18042,101,Drip,Medium,High,156,1.0,Rice,3,0.35,Well
39,65,19,23.33033491156113,64.81290679816445,7.571811522866556,36.779074611151565,lentil,Central,Sandy Loam,Winter,1644,111,Drip,Medium,Medium,40,1.4,Wheat,41,1.05,Canal
70,39,20,24.036967269384544,76.56976878021914,5.832938063553363,65.9012838066391,maize,Southern,Loamy,Kharif,5259,96,Sprinkler,Low,High,146,1.3,Vegetables,19,0.31,Canal
